eb01d33c42efb07cc32e98cdbfcf963f;;Necesita {product1} en {GetSocial C ac}.
ed05b79b865567ed321da2679250674c;;{name} recomienda un producto en {application}.
ed12c825b931bb1fe3455bfed395a493;;{name} quiere un producto en {application}.
ede2c57e3509b163277009739392c669;;Quiere {product1} en {GetSocial C ac}.
eea771e472730f205dd7f835b3e63de6;;{name} recomienda {number} contenidos en {application}.
f1aaa260f0b3801bacaa320742271ea2;;Recomiendo {product1} en {GetSocial C ac}.
f3479c4a6497e62a86c8bcedb0beba91;;{name1} protesta en contra de {content1} en {GetSocial C ac}.
f3cfbb379b7a8ab68daddbfca45c2d57;;Alguien más aplaudió esto.
f4942c6662e4ca336c714b1faf6882ee;;{name1} quiere esto.
f642401af6a5ae398be7ac831cf3d44f;;1 outro aprobó esto.
f7ecb4ae86fd5c973eca8633694be9fe;;{name} ama {number} productos en {application}.
f919ba472906b091bccbc2a86214ee60;;{name} ha respetado {number} contenidos en {application}.
fb9e501929f152caf247f2bcda0f6681;;{number} otros solicitan esto.
fba25449815306dee2f3661eeca538b2;;{name} pensó algo sobre {number} productos en {application}.
fbfe049e46ff5308a0547ca8c59cb50b;;Alguien más quiere esto.
fe3adfa07dd958a4a7c9c1dc5f19667f;;{name1} desaprueba {content1} en {GetSocial C ac}.
ff4a6800d9e1fe0d6af743f48320bc06;;{name1} aprobó {content1} en {GetSocial C ac}.
